Crypto name,Price,TimeStamp
Bitcoin,"$61,749.36",27/06/2024 14:25
Bitcoin,"$61,749.36",27/06/2024 14:26
Bitcoin,"$61,749.36",27/06/2024 14:26
Bitcoin,"$61,749.36",27/06/2024 14:26
Bitcoin,"$61,749.36",27/06/2024 14:26
Bitcoin,"$61,749.36",27/06/2024 14:26
Bitcoin,"$61,749.36",27/06/2024 14:26
